,cdate,acode,aname,scode,sname,fdust,ufdust,ozone,nd,cm,sagas,ufsquare,Sum,AVGfdust,AVGufdust,AVGozone,AVGnd,AVGcm,AVGsgas,SDfdus,SDufdust,SDozone,SDnd,SDcm,SDsgas
3726,20180729,101,서북권,111191,서대문구,15,12,0.029,0.007,0.6,0.002,144,27.638,,,,,,,,,,,,
3727,20180729,104,동남권,111274,강동구,20,11,0.018,0.014,0.3,0.003,121,31.335,,,,,,,,,,,,
3728,20180729,104,동남권,111273,송파구,19,13,0.026,0.01,0.5,0.002,169,32.538,,,,,,,,,,,,
3729,20180729,104,동남권,111262,서초구,18,10,0.028,0.013,0.2,0.003,100,28.244,,,,,,,,,,,,
3730,20180729,104,동남권,111261,강남구,13,9,0.022,0.013,0.3,0.005,81,22.34,,,,,,,,,,,,
3731,20180729,103,서남권,111301,양천구,21,14,0.024,0.015,0.4,0.003,196,35.442,,,,,,,,,,,,
3732,20180729,103,서남권,111281,금천구,22,15,0.029,0.012,0.3,0.003,225,37.344,,,,,,,,,,,,
3733,20180729,103,서남권,111251,관악구,21,13,0.018,0.017,0.3,0.003,169,34.338,,,,,,,,,,,,
3734,20180729,103,서남권,111241,동작구,24,13,0.027,0.013,0.4,0.003,169,37.443,,,,,,,,,,,,
3735,20180729,103,서남권,111231,영등포구,23,16,0.022,0.017,0.4,0.004,256,39.443,,,,,,,,,,,,
3736,20180729,103,서남권,111221,구로구,16,11,0.035,0.013,0.2,0.002,121,27.25,,,,,,,,,,,,
3737,20180729,103,서남권,111212,강서구,18,13,0.025,0.015,0.3,0.003,169,31.343,,,,,,,,,,,,
3738,20180729,101,서북권,111181,은평구,18,18,0.03,0.008,0.3,0.003,324,36.341,,,,,,,,,,,,
3739,20180729,100,도심권,111123,종로구,18,13,0.027,0.012,0.3,0.003,169,31.342,,,,,,,,,,,,
3740,20180729,100,도심권,111131,용산구,18,15,0.027,0.01,0,0.003,225,33.04,,,,,,,,,,,,
3741,20180729,100,도심권,111121,중구,19,13,0.027,0.016,0.2,0.003,169,32.246,,,,,,,,,,,,
3742,20180729,102,동북권,111311,노원구,23,13,0.022,0.008,0.3,0.005,169,36.335,,,,,,,,,,,,
3743,20180729,102,동북권,111291,강북구,19,13,0.026,0.007,0.3,0.002,169,32.335,,,,,,,,,,,,
3744,20180729,102,동북권,111171,도봉구,22,12,0.028,0.008,0.5,0.004,144,34.54,,,,,,,,,,,,
3745,20180729,102,동북권,111161,성북구,24,14,0.02,0.012,0.4,0.002,196,38.434,,,,,,,,,,,,
3746,20180729,102,동북권,111152,동대문구,17,14,0.028,0.014,0.5,0.006,196,31.548,,,,,,,,,,,,
3747,20180729,102,동북권,111151,중랑구,14,12,0.025,0.01,0.3,0.006,144,26.341,,,,,,,,,,,,
3748,20180729,102,동북권,111142,성동구,18,13,0.021,0.007,0.2,0.005,169,31.233,,,,,,,,,,,,
3749,20180729,102,동북권,111141,광진구,18,12,0.024,0.01,0.4,0.004,144,30.438,,,,,,,,,,,,
3750,20180730,102,동북권,111291,강북구,7,5,0.027,0.008,0.2,0.002,25,12.237,,,,,,,,,,,,
3751,20180730,100,도심권,111121,중구,10,6,0.022,0.02,0.3,0.002,36,16.344,,,,,,,,,,,,
3752,20180730,100,도심권,111123,종로구,9,6,0.027,0.015,0.3,0.003,36,15.345,,,,,,,,,,,,
3753,20180730,100,도심권,111131,용산구,5,4,0.03,0.009,0.2,0.002,16,9.241,,,,,,,,,,,,
3754,20180730,101,서북권,111181,은평구,10,10,0.034,0.01,0.2,0.003,100,20.247,,,,,,,,,,,,
3755,20180730,101,서북권,111191,서대문구,8,4,0.029,0.008,0.5,0.002,16,12.539,,,,,,,,,,,,
3756,20180730,101,서북권,111201,마포구,8,7,0.05,0.011,0.3,0.003,49,15.364,,,,,,,,,,,,
3757,20180730,102,동북권,111141,광진구,8,5,0.023,0.01,0.3,0.004,25,13.337,,,,,,,,,,,,
3758,20180730,102,동북권,111142,성동구,13,7,0.02,0.009,0.2,0.005,49,20.234,,,,,,,,,,,,
3759,20180730,102,동북권,111151,중랑구,6,4,0.022,0.013,0.3,0.006,16,10.341,,,,,,,,,,,,
3760,20180730,102,동북권,111152,동대문구,6,5,0.029,0.015,0.5,0.006,25,11.55,,,,,,,,,,,,
3761,20180730,102,동북권,111161,성북구,15,7,0.019,0.015,0.4,0.002,49,22.436,,,,,,,,,,,,
3762,20180730,102,동북권,111171,도봉구,13,5,0.028,0.008,0.4,0.004,25,18.44,,,,,,,,,,,,
3763,20180730,102,동북권,111311,노원구,13,6,0.023,0.007,0.2,0.004,36,19.234,,,,,,,,,,,,
3764,20180730,103,서남권,111212,강서구,10,6,0.032,0.017,0.2,0.003,36,16.252,,,,,,,,,,,,
3765,20180730,103,서남권,111221,구로구,7,4,0.034,0.012,0.2,0.002,16,11.248,,,,,,,,,,,,
3766,20180730,103,서남권,111231,영등포구,16,9,0.026,0.017,0.4,0.004,81,25.447,,,,,,,,,,,,
3767,20180730,103,서남권,111241,동작구,12,4,0.03,0.013,0.2,0.003,16,16.246,,,,,,,,,,,,
3768,20180730,103,서남권,111251,관악구,14,7,0.025,0.018,0.2,0.003,49,21.246,,,,,,,,,,,,
3769,20180730,103,서남권,111281,금천구,12,6,0.032,0.011,0.2,0.003,36,18.246,,,,,,,,,,,,
3770,20180730,103,서남권,111301,양천구,11,6,0.028,0.016,0.3,0.003,36,17.347,,,,,,,,,,,,
3771,20180730,104,동남권,111261,강남구,12,3,0.019,0.016,0.2,0.004,9,15.239,,,,,,,,,,,,
3772,20180730,104,동남권,111262,서초구,7,2,0.028,0.014,0.2,0.003,4,9.245,,,,,,,,,,,,
3773,20180730,104,동남권,111273,송파구,11,5,0.027,0.01,0.5,0.002,25,16.539,,,,,,,,,,,,
3774,20180730,104,동남권,111274,강동구,17,6,0.018,0.013,0.3,0.003,36,23.334,,,,,,,,,,,,
3775,20180731,100,도심권,111121,중구,17,10,0.046,0.02,0.4,0.003,100,27.469,,,,,,,,,,,,
3776,20180731,104,동남권,111274,강동구,19,8,0.027,0.016,0.3,0.003,64,27.346,,,,,,,,,,,,
3777,20180731,104,동남권,111273,송파구,16,8,0.041,0.012,0.5,0.002,64,24.555,,,,,,,,,,,,
3778,20180731,104,동남권,111262,서초구,16,7,0.045,0.019,0.2,0.003,49,23.267,,,,,,,,,,,,
3779,20180731,104,동남권,111261,강남구,15,8,0.031,0.022,0.3,0.005,64,23.358,,,,,,,,,,,,
3780,20180731,103,서남권,111301,양천구,19,10,0.038,0.02,0.3,0.003,100,29.361,,,,,,,,,,,,
3781,20180731,103,서남권,111281,금천구,19,10,0.045,0.017,0.3,0.003,100,29.365,,,,,,,,,,,,
3782,20180731,103,서남권,111251,관악구,22,11,0.041,0.021,0.3,0.003,121,33.365,,,,,,,,,,,,
3783,20180731,103,서남권,111241,동작구,19,8,0.046,0.016,0.3,0.003,64,27.365,,,,,,,,,,,,
3784,20180731,103,서남권,111231,영등포구,23,14,0.035,0.023,0.5,0.004,196,37.562,,,,,,,,,,,,
3785,20180731,103,서남권,111221,구로구,15,9,0.051,0.014,0.2,0.002,81,24.267,,,,,,,,,,,,
3786,20180731,103,서남권,111212,강서구,15,9,0.043,0.018,0.3,0.003,81,24.364,,,,,,,,,,,,
3787,20180731,102,동북권,111311,노원구,17,9,0.038,0.01,0.2,0.005,81,26.253,,,,,,,,,,,,
3788,20180731,102,동북권,111291,강북구,15,8,0.044,0.009,0.2,0.002,64,23.255,,,,,,,,,,,,
3789,20180731,102,동북권,111171,도봉구,18,10,0.045,0.01,0.4,0.004,100,28.459,,,,,,,,,,,,
3790,20180731,102,동북권,111161,성북구,18,10,0.036,0.015,0.4,0.002,100,28.453,,,,,,,,,,,,
3791,20180731,102,동북권,111152,동대문구,10,8,0.048,0.015,0.5,0.006,64,18.569,,,,,,,,,,,,
3792,20180731,102,동북권,111151,중랑구,11,7,0.036,0.015,0.3,0.006,49,18.357,,,,,,,,,,,,
3793,20180731,102,동북권,111142,성동구,18,10,0.031,0.014,0.2,0.005,100,28.25,,,,,,,,,,,,
3794,20180731,102,동북권,111141,광진구,15,9,0.033,0.015,0.4,0.004,81,24.452,,,,,,,,,,,,
3795,20180731,101,서북권,111201,마포구,15,9,0.039,0.01,0.3,0.003,81,24.352,,,,,,,,,,,,
3796,20180731,101,서북권,111191,서대문구,16,9,0.039,0.016,0.6,0.003,81,25.658,,,,,,,,,,,,
3797,20180731,101,서북권,111181,은평구,18,14,0.048,0.013,0.2,0.003,196,32.264,,,,,,,,,,,,
3798,20180731,100,도심권,111131,용산구,16,9,0.042,0.017,0.3,0.003,81,25.362,,,,,,,,,,,,
3799,20180731,100,도심권,111123,종로구,15,9,0.043,0.018,0.4,0.003,81,24.464,,,,,,,,,,,,
3800,20180801,101,서북권,111191,서대문구,32,17,0.048,0.017,0.7,0.003,289,49.768,,,,,,,,,,,,
3801,20180801,104,동남권,111274,강동구,33,16,0.036,0.024,0.4,0.003,256,49.463,,,,,,,,,,,,
3802,20180801,104,동남권,111273,송파구,26,15,0.044,0.021,0.6,0.003,225,41.668,,,,,,,,,,,,
3803,20180801,104,동남권,111262,서초구,32,18,0.058,0.027,0.3,0.004,324,50.389,,,,,,,,,,,,
3804,20180801,104,동남권,111261,강남구,27,15,0.04,0.028,0.4,0.004,225,42.472,,,,,,,,,,,,
3805,20180801,103,서남권,111301,양천구,37,22,0.044,0.023,0.4,0.003,484,59.47,,,,,,,,,,,,
3806,20180801,103,서남권,111281,금천구,34,21,0.049,0.028,0.4,0.003,441,55.48,,,,,,,,,,,,
3807,20180801,103,서남권,111251,관악구,36,20,0.055,0.026,0.4,0.003,400,56.484,,,,,,,,,,,,
3808,20180801,103,서남권,111241,동작구,38,19,0.058,0.023,0.4,0.003,361,57.484,,,,,,,,,,,,
3809,20180801,103,서남권,111231,영등포구,43,25,0.043,0.028,0.6,0.004,625,68.675,,,,,,,,,,,,
3810,20180801,103,서남권,111221,구로구,34,20,0.065,0.022,0.3,0.002,400,54.389,,,,,,,,,,,,
3811,20180801,103,서남권,111212,강서구,32,20,0.052,0.022,0.3,0.003,400,52.377,,,,,,,,,,,,
3812,20180801,102,동북권,111311,노원구,30,17,0.045,0.016,0.3,0.005,289,47.366,,,,,,,,,,,,
3813,20180801,102,동북권,111291,강북구,30,18,0.056,0.01,0.3,0.002,324,48.368,,,,,,,,,,,,
3814,20180801,102,동북권,111171,도봉구,34,19,0.052,0.014,0.5,0.004,361,53.57,,,,,,,,,,,,
3815,20180801,102,동북권,111161,성북구,35,19,0.044,0.019,0.5,0.002,361,54.565,,,,,,,,,,,,
3816,20180801,102,동북권,111152,동대문구,26,22,0.068,0.021,0.6,0.005,484,48.694,,,,,,,,,,,,
3817,20180801,102,동북권,111151,중랑구,24,16,0.047,0.019,0.4,0.005,256,40.471,,,,,,,,,,,,
3818,20180801,102,동북권,111142,성동구,32,18,0.042,0.021,0.3,0.005,324,50.368,,,,,,,,,,,,
3819,20180801,102,동북권,111141,광진구,27,16,0.043,0.019,0.5,0.004,256,43.566,,,,,,,,,,,,
3820,20180801,101,서북권,111181,은평구,32,25,0.057,0.015,0.3,0.003,625,57.375,,,,,,,,,,,,
3821,20180801,100,도심권,111131,용산구,32,24,0.052,0.026,0.4,0.003,576,56.481,,,,,,,,,,,,
3822,20180801,100,도심권,111123,종로구,28,16,0.052,0.025,0.4,0.003,256,44.48,,,,,,,,,,,,
3823,20180801,100,도심권,111121,중구,33,20,0.057,0.023,0.4,0.003,400,53.483,,,,,,,,,,,,
3824,20180802,100,도심권,111123,종로구,32,21,0.051,0.03,0.5,0.004,441,53.585,,,,,,,,,,,,
3825,20180802,104,동남권,111274,강동구,33,19,0.037,0.022,0.4,0.003,361,52.462,,,,,,,,,,,,
3826,20180802,104,동남권,111273,송파구,33,20,0.047,0.018,0.6,0.004,400,53.669,,,,,,,,,,,,
3827,20180802,104,동남권,111262,서초구,33,20,0.06,0.024,0.4,0.004,400,53.488,,,,,,,,,,,,
3828,20180802,104,동남권,111261,강남구,30,18,0.042,0.027,0.4,0.005,324,48.474,,,,,,,,,,,,
3829,20180802,103,서남권,111301,양천구,35,22,0.045,0.024,0.4,0.004,484,57.473,,,,,,,,,,,,
3830,20180802,103,서남권,111281,금천구,34,22,0.051,0.026,0.4,0.004,484,56.481,,,,,,,,,,,,
3831,20180802,103,서남권,111251,관악구,35,20,0.056,0.022,0.4,0.004,400,55.482,,,,,,,,,,,,
3832,20180802,103,서남권,111241,동작구,35,19,0.059,0.021,0.4,0.004,361,54.484,,,,,,,,,,,,
3833,20180802,103,서남권,111231,영등포구,44,28,0.067,0.023,0.5,0.006,784,72.596,,,,,,,,,,,,
3834,20180802,103,서남권,111221,구로구,33,24,0.066,0.019,0.3,0.004,576,57.389,,,,,,,,,,,,
3835,20180802,103,서남권,111212,강서구,31,22,0.052,0.024,0.4,0.005,484,53.481,,,,,,,,,,,,
3836,20180802,102,동북권,111311,노원구,35,21,0.048,0.015,0.4,0.005,441,56.468,,,,,,,,,,,,
3837,20180802,102,동북권,111291,강북구,39,26,0.05,0.016,0.4,0.003,676,65.469,,,,,,,,,,,,
3838,20180802,102,동북권,111171,도봉구,39,23,0.053,0.016,0.6,0.004,529,62.673,,,,,,,,,,,,
3839,20180802,102,동북권,111161,성북구,41,23,0.044,0.023,0.5,0.003,529,64.57,,,,,,,,,,,,
3840,20180802,102,동북권,111152,동대문구,27,23,0.045,0.021,0.6,0.006,529,50.672,,,,,,,,,,,,
3841,20180802,102,동북권,111151,중랑구,29,22,0.045,0.022,0.4,0.005,484,51.472,,,,,,,,,,,,
3842,20180802,102,동북권,111142,성동구,34,22,0.04,0.021,0.3,0.005,484,56.366,,,,,,,,,,,,
3843,20180802,102,동북권,111141,광진구,33,22,0.045,0.019,0.5,0.005,484,55.569,,,,,,,,,,,,
3844,20180802,100,도심권,111121,중구,32,23,0.057,0.027,0.5,0.004,529,55.588,,,,,,,,,,,,
3845,20180802,101,서북권,111191,서대문구,34,21,0.05,0.019,0.7,0.004,441,55.773,,,,,,,,,,,,
3846,20180802,101,서북권,111181,은평구,39,31,0.059,0.019,0.4,0.005,961,70.483,,,,,,,,,,,,
3847,20180802,100,도심권,111131,용산구,30,24,0.055,0.023,0.4,0.004,576,54.482,,,,,,,,,,,,
3848,20180803,100,도심권,111121,중구,49,37,0.064,0.03,0.5,0.004,1369,86.598,,,,,,,,,,,,
3849,20180803,104,동남권,111274,강동구,45,30,0.048,0.027,0.5,0.003,900,75.578,,,,,,,,,,,,
3850,20180803,104,동남권,111273,송파구,42,31,0.06,0.022,0.7,0.004,961,73.786,,,,,,,,,,,,
3851,20180803,104,동남권,111262,서초구,43,30,0.063,0.024,0.4,0.005,900,73.492,,,,,,,,,,,,
3852,20180803,104,동남권,111261,강남구,42,31,0.046,0.03,0.5,0.005,961,73.581,,,,,,,,,,,,
3853,20180803,103,서남권,111301,양천구,53,36,0.05,0.022,0.4,0.004,1296,89.476,,,,,,,,,,,,
3854,20180803,103,서남권,111281,금천구,43,30,0.053,0.026,0.4,0.004,900,73.483,,,,,,,,,,,,
3855,20180803,103,서남권,111251,관악구,44,29,0.059,0.022,0.4,0.004,841,73.485,,,,,,,,,,,,
3856,20180803,103,서남권,111241,동작구,49,29,0.06,0.021,0.5,0.004,841,78.585,,,,,,,,,,,,
3857,20180803,103,서남권,111231,영등포구,58,38,0.061,0.024,0.6,0.005,1444,96.69,,,,,,,,,,,,
3858,20180803,103,서남권,111221,구로구,44,32,0.07,0.021,0.3,0.003,1024,76.394,,,,,,,,,,,,
3859,20180803,103,서남권,111212,강서구,42,32,0.059,0.021,0.4,0.005,1024,74.485,,,,,,,,,,,,
3860,20180803,102,동북권,111311,노원구,47,33,0.057,0.017,0.4,0.006,1089,80.48,,,,,,,,,,,,
3861,20180803,102,동북권,111291,강북구,52,37,0.064,0.013,0.4,0.003,1369,89.48,,,,,,,,,,,,
3862,20180803,102,동북권,111171,도봉구,49,33,0.067,0.014,0.7,0.004,1089,82.785,,,,,,,,,,,,
3863,20180803,102,동북권,111161,성북구,50,34,0.054,0.022,0.6,0.004,1156,84.68,,,,,,,,,,,,
3864,20180803,102,동북권,111152,동대문구,41,37,0.068,0.027,0.5,0.006,1369,78.601,,,,,,,,,,,,
3865,20180803,102,동북권,111151,중랑구,42,36,0.06,0.021,0.5,0.006,1296,78.587,,,,,,,,,,,,
3866,20180803,102,동북권,111142,성동구,47,34,0.042,0.024,0.3,0.005,1156,81.371,,,,,,,,,,,,
3867,20180803,102,동북권,111141,광진구,46,34,0.056,0.02,0.6,0.006,1156,80.682,,,,,,,,,,,,
3868,20180803,101,서북권,111191,서대문구,44,31,0.059,0.018,0.7,0.004,961,75.781,,,,,,,,,,,,
3869,20180803,101,서북권,111181,은평구,47,40,0.068,0.019,0.5,0.005,1600,87.592,,,,,,,,,,,,
3870,20180803,100,도심권,111131,용산구,43,40,0.057,0.029,0.5,0.004,1600,83.59,,,,,,,,,,,,
3871,20180803,100,도심권,111123,종로구,42,31,0.064,0.028,0.5,0.005,961,73.597,,,,,,,,,,,,
3872,20180804,100,도심권,111121,중구,27,19,0.041,0.015,0.3,0.004,361,46.36,,,,,,,,,,,,
3873,20180804,104,동남권,111274,강동구,30,19,0.029,0.023,0.3,0.003,361,49.355,,,,,,,,,,,,
3874,20180804,104,동남권,111273,송파구,28,19,0.036,0.015,0.6,0.003,361,47.654,,,,,,,,,,,,
3875,20180804,104,동남권,111262,서초구,25,985,0.039,0.015,0.2,0.004,970225,1010.258,,,,,,,,,,,,
3876,20180804,104,동남권,111261,강남구,22,16,0.031,0.017,0.3,0.005,256,38.353,,,,,,,,,,,,
3877,20180804,103,서남권,111301,양천구,26,17,0.033,0.014,0.3,0.004,289,43.351,,,,,,,,,,,,
3878,20180804,103,서남권,111281,금천구,29,19,0.032,0.018,0.3,0.004,361,48.354,,,,,,,,,,,,
3879,20180804,103,서남권,111251,관악구,28,17,0.037,0.016,0.3,0.004,289,45.357,,,,,,,,,,,,
3880,20180804,103,서남권,111241,동작구,31,16,0.039,0.012,0.3,0.004,256,47.355,,,,,,,,,,,,
3881,20180804,103,서남권,111231,영등포구,35,21,0.038,0.017,0.4,0.005,441,56.46,,,,,,,,,,,,
3882,20180804,103,서남권,111221,구로구,26,17,0.043,0.014,0.2,0.004,289,43.261,,,,,,,,,,,,
3883,20180804,103,서남권,111212,강서구,23,17,0.036,0.013,0.3,0.004,289,40.353,,,,,,,,,,,,
3884,20180804,102,동북권,111311,노원구,30,18,0.037,0.011,0.3,0.005,324,48.353,,,,,,,,,,,,
3885,20180804,102,동북권,111291,강북구,26,18,0.041,0.008,0.3,0.003,324,44.352,,,,,,,,,,,,
3886,20180804,102,동북권,111171,도봉구,29,16,0.045,0.008,0.5,0.005,256,45.558,,,,,,,,,,,,
3887,20180804,102,동북권,111161,성북구,32,19,0.036,0.012,0.4,0.003,361,51.451,,,,,,,,,,,,
3888,20180804,102,동북권,111152,동대문구,22,20,0.041,0.015,0.4,0.005,400,42.461,,,,,,,,,,,,
3889,20180804,102,동북권,111151,중랑구,24,19,0.037,0.013,0.4,0.005,361,43.455,,,,,,,,,,,,
3890,20180804,102,동북권,111142,성동구,28,19,0.026,0.015,0.2,0.005,361,47.246,,,,,,,,,,,,
3891,20180804,102,동북권,111141,광진구,29,20,0.035,0.013,0.5,0.006,400,49.554,,,,,,,,,,,,
3892,20180804,101,서북권,111201,마포구,17,12,0.029,0.014,0.4,0.002,144,29.445,,,,,,,,,,,,
3893,20180804,101,서북권,111191,서대문구,25,16,0.033,0.013,0.5,0.004,256,41.55,,,,,,,,,,,,
3894,20180804,101,서북권,111181,은평구,30,25,0.041,0.011,0.4,0.005,625,55.457,,,,,,,,,,,,
3895,20180804,100,도심권,111131,용산구,23,20,0.033,0.02,0.3,0.003,400,43.356,,,,,,,,,,,,
3896,20180804,100,도심권,111123,종로구,24,17,0.039,0.016,0.3,0.004,289,41.359,,,,,,,,,,,,
3897,20180805,102,동북권,111291,강북구,30,18,0.031,0.004,0.2,0.002,324,48.237,,,,,,,,,,,,
3898,20180805,104,동남권,111274,강동구,25,14,0.022,0.016,0.3,0.003,196,39.341,,,,,,,,,,,,
3899,20180805,104,동남권,111273,송파구,23,15,0.027,0.01,0.5,0.003,225,38.54,,,,,,,,,,,,
3900,20180805,104,동남권,111262,서초구,23,0,0.033,0.01,0.2,0.004,0,23.247,,,,,,,,,,,,
3901,20180805,104,동남권,111261,강남구,23,14,0.026,0.01,0.3,0.004,196,37.34,,,,,,,,,,,,
3902,20180805,103,서남권,111301,양천구,35,23,0.027,0.008,0.2,0.003,529,58.238,,,,,,,,,,,,
3903,20180805,103,서남권,111281,금천구,30,18,0.025,0.012,0.3,0.003,324,48.34,,,,,,,,,,,,
3904,20180805,103,서남권,111251,관악구,28,16,0.034,0.011,0.2,0.003,256,44.248,,,,,,,,,,,,
3905,20180805,103,서남권,111241,동작구,38,19,0.031,0.008,0.2,0.003,361,57.242,,,,,,,,,,,,
3906,20180805,103,서남권,111231,영등포구,33,19,0.027,0.012,0.5,0.004,361,52.543,,,,,,,,,,,,
3907,20180805,103,서남권,111221,구로구,23,15,0.042,0.007,0.2,0.002,225,38.251,,,,,,,,,,,,
3908,20180805,103,서남권,111212,강서구,24,16,0.028,0.007,0.2,0.002,256,40.237,,,,,,,,,,,,
3909,20180805,102,동북권,111311,노원구,29,15,0.027,0.006,0.2,0.004,225,44.237,,,,,,,,,,,,
3910,20180805,102,동북권,111171,도봉구,26,16,0.032,0.005,0.5,0.004,256,42.541,,,,,,,,,,,,
3911,20180805,102,동북권,111161,성북구,25,16,0.024,0.008,0.4,0.002,256,41.434,,,,,,,,,,,,
3912,20180805,102,동북권,111152,동대문구,21,18,0.03,0.009,0.3,0.005,324,39.344,,,,,,,,,,,,
3913,20180805,102,동북권,111151,중랑구,24,17,0.027,0.009,0.3,0.005,289,41.341,,,,,,,,,,,,
3914,20180805,102,동북권,111142,성동구,24,15,0.023,0.008,0.2,0.004,225,39.235,,,,,,,,,,,,
3915,20180805,102,동북권,111141,광진구,25,17,0.025,0.007,0.4,0.005,289,42.437,,,,,,,,,,,,
3916,20180805,101,서북권,111201,마포구,24,16,0.028,0.005,0.3,0.002,256,40.335,,,,,,,,,,,,
3917,20180805,101,서북권,111191,서대문구,24,16,0.026,0.006,0.5,0.004,256,40.536,,,,,,,,,,,,
3918,20180805,101,서북권,111181,은평구,29,25,0.032,0.006,0.4,0.004,625,54.442,,,,,,,,,,,,
3919,20180805,100,도심권,111131,용산구,24,19,0.028,0.011,0.2,0.003,361,43.242,,,,,,,,,,,,
3920,20180805,100,도심권,111123,종로구,24,15,0.03,0.009,0.3,0.003,225,39.342,,,,,,,,,,,,
3921,20180805,100,도심권,111121,중구,34,22,0.033,0.008,0.2,0.003,484,56.244,,,,,,,,,,,,
3922,20180806,102,동북권,111311,노원구,32,18,0.022,0.015,0.3,0.004,324,50.341,,,,,,,,,,,,
3923,20180806,104,동남권,111274,강동구,29,17,0.02,0.027,0.4,0.003,289,46.45,,,,,,,,,,,,
3924,20180806,104,동남권,111273,송파구,27,18,0.023,0.018,0.6,0.002,324,45.643,,,,,,,,,,,,
3925,20180806,104,동남권,111262,서초구,27,19,0.033,0.022,0.3,0.003,361,46.358,,,,,,,,,,,,
3926,20180806,104,동남권,111261,강남구,29,18,0.026,0.023,0.4,0.005,324,47.454,,,,,,,,,,,,
3927,20180806,103,서남권,111301,양천구,40,26,0.023,0.019,0.3,0.003,676,66.345,,,,,,,,,,,,
3928,20180806,103,서남권,111281,금천구,35,22,0.023,0.02,0.3,0.003,484,57.346,,,,,,,,,,,,
3929,20180806,103,서남권,111251,관악구,36,22,0.03,0.022,0.3,0.003,484,58.355,,,,,,,,,,,,
3930,20180806,103,서남권,111241,동작구,46,25,0.029,0.018,0.3,0.003,625,71.35,,,,,,,,,,,,
3931,20180806,103,서남권,111231,영등포구,43,27,0.023,0.02,0.5,0.004,729,70.547,,,,,,,,,,,,
3932,20180806,103,서남권,111221,구로구,29,19,0.039,0.017,0.2,0.002,361,48.258,,,,,,,,,,,,
3933,20180806,103,서남권,111212,강서구,29,20,0.027,0.015,0.2,0.003,400,49.245,,,,,,,,,,,,
3934,20180806,102,동북권,111291,강북구,34,23,0.029,0.011,0.3,0.002,529,57.342,,,,,,,,,,,,
3935,20180806,102,동북권,111171,도봉구,30,18,0.03,0.013,0.6,0.005,324,48.648,,,,,,,,,,,,
3936,20180806,102,동북권,111161,성북구,32,19,0.024,0.017,0.5,0.002,361,51.543,,,,,,,,,,,,
3937,20180806,102,동북권,111152,동대문구,26,21,0.031,0.022,0.4,0.004,441,47.457,,,,,,,,,,,,
3938,20180806,102,동북권,111151,중랑구,27,20,0.025,0.021,0.4,0.005,400,47.451,,,,,,,,,,,,
3939,20180806,102,동북권,111142,성동구,28,19,0.022,0.019,0.2,0.004,361,47.245,,,,,,,,,,,,
3940,20180806,102,동북권,111141,광진구,27,18,0.022,0.02,0.5,0.005,324,45.547,,,,,,,,,,,,
3941,20180806,101,서북권,111201,마포구,29,18,0.03,0.01,0.3,0.002,324,47.342,,,,,,,,,,,,
3942,20180806,101,서북권,111191,서대문구,31,18,0.029,0.011,0.5,0.004,324,49.544,,,,,,,,,,,,
3943,20180806,101,서북권,111181,은평구,34,26,0.037,0.011,0.4,0.004,676,60.452,,,,,,,,,,,,
3944,20180806,100,도심권,111131,용산구,29,24,0.028,0.023,0.3,0.003,576,53.354,,,,,,,,,,,,
3945,20180806,100,도심권,111123,종로구,28,18,0.031,0.021,0.4,0.004,324,46.456,,,,,,,,,,,,
3946,20180806,100,도심권,111121,중구,39,26,0.034,0.02,0.2,0.003,676,65.257,,,,,,,,,,,,
3947,20180807,100,도심권,111131,용산구,14,12,0.034,0.02,0.4,0.003,144,26.457,,,,,,,,,,,,
3948,20180807,104,동남권,111274,강동구,25,13,0.029,0.023,0.3,0.003,169,38.355,,,,,,,,,,,,
3949,20180807,104,동남권,111273,송파구,19,11,0.034,0.015,0.6,0.003,121,30.652,,,,,,,,,,,,
3950,20180807,104,동남권,111262,서초구,17,9,0.033,0.021,0.2,0.003,81,26.257,,,,,,,,,,,,
3951,20180807,104,동남권,111261,강남구,19,10,0.026,0.023,0.4,0.005,100,29.454,,,,,,,,,,,,
3952,20180807,103,서남권,111301,양천구,20,12,0.029,0.02,0.4,0.003,144,32.452,,,,,,,,,,,,
3953,20180807,103,서남권,111281,금천구,23,14,0.034,0.019,0.3,0.003,196,37.356,,,,,,,,,,,,
3954,20180807,103,서남권,111251,관악구,21,12,0.032,0.022,0.3,0.003,144,33.357,,,,,,,,,,,,
3955,20180807,103,서남권,111241,동작구,21,10,0.034,0.018,0.4,0.003,100,31.455,,,,,,,,,,,,
3956,20180807,103,서남권,111231,영등포구,23,15,0.028,0.021,0.5,0.004,225,38.553,,,,,,,,,,,,
3957,20180807,103,서남권,111221,구로구,18,12,0.041,0.017,0.2,0.003,144,30.261,,,,,,,,,,,,
3958,20180807,103,서남권,111212,강서구,15,11,0.031,0.018,0.3,0.004,121,26.353,,,,,,,,,,,,
3959,20180807,100,도심권,111123,종로구,16,10,0.035,0.021,0.4,0.004,100,26.46,,,,,,,,,,,,
3960,20180807,102,동북권,111311,노원구,17,9,0.036,0.011,0.3,0.005,81,26.352,,,,,,,,,,,,
3961,20180807,100,도심권,111121,중구,17,11,0.035,0.022,0.2,0.003,121,28.26,,,,,,,,,,,,
3962,20180807,102,동북권,111291,강북구,16,10,0.04,0.011,0.3,0.002,100,26.353,,,,,,,,,,,,
3963,20180807,102,동북권,111171,도봉구,20,11,0.04,0.011,0.6,0.005,121,31.656,,,,,,,,,,,,
