,cdate,acode,aname,scode,sname,fdust,ufdust,ozone,nd,cm,sagas,ufsquare,Sum,AVGfdust,AVGufdust,AVGozone,AVGnd,AVGcm,AVGsgas,SDfdus,SDufdust,SDozone,SDnd,SDcm,SDsgas
0,20180101,100,도심권,111121,중구,32,18,0.015,0.028,0.5,0.005,324,50.548,38.1554,22.0218,0.022,0.0281,0.5092,0.0043,22.3433,18.7646,0.0122,0.0136,0.2098,0.0016
1,20180101,104,동남권,111273,송파구,52,23,0.013,0.028,0.7,0.004,529,75.745,AVG=평균,,,,,,,,,,,
2,20180101,104,동남권,111262,서초구,49,24,0.011,0.031,0.6,0.005,576,73.647,SD=표준편차,,,,,,,,,,,
3,20180101,104,동남권,111261,강남구,34,22,0.01,0.033,0.6,0.006,484,56.649,,,,,,,,,,,,
4,20180101,103,서남권,111301,양천구,37,21,0.008,0.037,0.7,0.005,441,58.75,,,,,,,,,,,,
5,20180101,103,서남권,111281,금천구,39,21,0.01,0.036,0.6,0.005,441,60.651,,,,,,,,,,,,
6,20180101,103,서남권,111251,관악구,38,23,0.008,0.036,0.5,0.008,529,61.552,,,,,,,,,,,,
7,20180101,103,서남권,111241,동작구,40,19,0.012,0.035,0.5,0.005,361,59.552,,,,,,,,,,,,
8,20180101,103,서남권,111231,영등포구,47,24,0.01,0.03,0.7,0.007,576,71.747,,,,,,,,,,,,
9,20180101,103,서남권,111221,구로구,47,28,0.008,0.025,0.6,0.007,784,75.64,,,,,,,,,,,,
10,20180101,103,서남권,111212,강서구,0,13,0.012,0.036,0.7,0.004,169,13.752,,,,,,,,,,,,
11,20180101,102,동북권,111311,노원구,42,21,0.012,0.034,0.8,0.007,441,63.853,,,,,,,,,,,,
12,20180101,104,동남권,111274,강동구,48,24,0.01,0.038,0.7,0.005,576,72.753,,,,,,,,,,,,
13,20180101,102,동북권,111291,강북구,38,18,0.018,0.026,0.6,0.004,324,56.648,,,,,,,,,,,,
14,20180101,102,동북권,111171,도봉구,44,22,0.016,0.029,0.6,0.006,484,66.651,,,,,,,,,,,,
15,20180101,102,동북권,111161,성북구,43,19,0.01,0.04,0.7,0.007,361,62.757,,,,,,,,,,,,
16,20180101,102,동북권,111152,동대문구,46,20,0.013,0.031,0.6,0.006,400,66.65,,,,,,,,,,,,
17,20180101,102,동북권,111151,중랑구,48,22,0.01,0.036,0.7,0.007,484,70.753,,,,,,,,,,,,
18,20180101,102,동북권,111142,성동구,47,23,0.01,0.032,0.3,0.006,529,70.348,,,,,,,,,,,,
19,20180101,102,동북권,111141,광진구,41,21,0.012,0.037,0.7,0.005,441,62.754,,,,,,,,,,,,
20,20180101,101,서북권,111201,마포구,39,21,0.012,0.033,0.6,0.006,441,60.651,,,,,,,,,,,,
21,20180101,101,서북권,111181,은평구,41,21,0.014,0.017,0.6,0.003,441,62.634,,,,,,,,,,,,
22,20180101,100,도심권,111131,용산구,38,18,0.012,0.029,0.3,0.005,324,56.346,,,,,,,,,,,,
23,20180101,100,도심권,111123,종로구,34,17,0.016,0.029,0.6,0.007,289,51.652,,,,,,,,,,,,
24,20180102,104,동남권,111274,강동구,46,25,0.009,0.041,0.8,0.005,625,71.855,,,,,,,,,,,,
25,20180102,104,동남권,111273,송파구,53,27,0.011,0.033,0.9,0.005,729,80.949,,,,,,,,,,,,
26,20180102,104,동남권,111262,서초구,50,26,0.01,0.032,0.7,0.006,676,76.748,,,,,,,,,,,,
27,20180102,104,동남권,111261,강남구,34,25,0.007,0.039,0.7,0.006,625,59.752,,,,,,,,,,,,
28,20180102,103,서남권,111301,양천구,39,24,0.008,0.038,0.8,0.005,576,63.851,,,,,,,,,,,,
29,20180102,103,서남권,111281,금천구,39,24,0.01,0.039,0.7,0.005,576,63.754,,,,,,,,,,,,
30,20180102,103,서남권,111251,관악구,37,24,0.007,0.042,0.6,0.007,576,61.656,,,,,,,,,,,,
31,20180102,103,서남권,111241,동작구,43,24,0.011,0.045,0.8,0.004,576,67.86,,,,,,,,,,,,
32,20180102,103,서남권,111231,영등포구,48,25,0.009,0.037,0.8,0.007,625,73.853,,,,,,,,,,,,
33,20180102,103,서남권,111221,구로구,46,29,0.007,0.024,0.8,0.007,841,75.838,,,,,,,,,,,,
34,20180102,103,서남권,111212,강서구,23,15,0.012,0.037,0.7,0.004,225,38.753,,,,,,,,,,,,
35,20180102,102,동북권,111311,노원구,41,22,0.014,0.033,0.8,0.006,484,63.853,,,,,,,,,,,,
36,20180102,102,동북권,111291,강북구,32,16,0.02,0.028,0.6,0.004,256,48.652,,,,,,,,,,,,
37,20180102,102,동북권,111171,도봉구,42,22,0.016,0.033,0.8,0.004,484,64.853,,,,,,,,,,,,
38,20180102,102,동북권,111161,성북구,43,20,0.012,0.041,0.9,0.006,400,63.959,,,,,,,,,,,,
39,20180102,102,동북권,111152,동대문구,43,21,0.011,0.043,0.7,0.006,441,64.76,,,,,,,,,,,,
40,20180102,102,동북권,111151,중랑구,46,22,0.008,0.042,0.8,0.006,484,68.856,,,,,,,,,,,,
41,20180102,102,동북권,111142,성동구,42,23,0.009,0.033,0.5,0.005,529,65.547,,,,,,,,,,,,
42,20180102,102,동북권,111141,광진구,44,25,0.01,0.043,0.8,0.006,625,69.859,,,,,,,,,,,,
43,20180102,101,서북권,111201,마포구,40,24,0.01,0.043,0.9,0.005,576,64.958,,,,,,,,,,,,
44,20180102,101,서북권,111181,은평구,40,21,0.013,0.021,0.8,0.004,441,61.838,,,,,,,,,,,,
45,20180102,100,도심권,111131,용산구,38,21,0.009,0.038,0.5,0.005,441,59.552,,,,,,,,,,,,
46,20180102,100,도심권,111123,종로구,36,22,0.01,0.044,0.9,0.007,484,58.961,,,,,,,,,,,,
47,20180102,100,도심권,111121,중구,33,20,0.012,0.037,0.8,0.005,400,53.854,,,,,,,,,,,,
48,20180103,100,도심권,111123,종로구,31,19,0.016,0.025,0.6,0.007,361,50.648,,,,,,,,,,,,
49,20180103,104,동남권,111274,강동구,39,20,0.015,0.028,0.5,0.005,400,59.548,,,,,,,,,,,,
50,20180103,104,동남권,111273,송파구,40,20,0.016,0.022,0.4,0.004,400,60.442,,,,,,,,,,,,
51,20180103,104,동남권,111262,서초구,40,20,0.016,0.019,0.4,0.005,400,60.44,,,,,,,,,,,,
52,20180103,104,동남권,111261,강남구,28,20,0.01,0.027,0.5,0.006,400,48.543,,,,,,,,,,,,
53,20180103,103,서남권,111301,양천구,33,18,0.015,0.022,0.5,0.004,324,51.541,,,,,,,,,,,,
54,20180103,103,서남권,111281,금천구,33,19,0.016,0.026,0.5,0.005,361,52.547,,,,,,,,,,,,
55,20180103,103,서남권,111251,관악구,30,18,0.012,0.025,0.3,0.007,324,48.344,,,,,,,,,,,,
56,20180103,103,서남권,111241,동작구,39,18,0.015,0.026,0.4,0.004,324,57.445,,,,,,,,,,,,
57,20180103,103,서남권,111231,영등포구,40,21,0.012,0.024,0.6,0.007,441,61.643,,,,,,,,,,,,
58,20180103,103,서남권,111221,구로구,39,24,0.012,0.016,0.4,0.006,576,63.434,,,,,,,,,,,,
59,20180103,103,서남권,111212,강서구,33,15,0.019,0.02,0.4,0.004,225,48.443,,,,,,,,,,,,
60,20180103,102,동북권,111311,노원구,36,19,0.022,0.018,0.5,0.006,361,55.546,,,,,,,,,,,,
61,20180103,102,동북권,111291,강북구,30,14,0.026,0.016,0.5,0.004,196,44.546,,,,,,,,,,,,
62,20180103,102,동북권,111171,도봉구,34,20,0.023,0.014,0.4,0.006,400,54.443,,,,,,,,,,,,
63,20180103,102,동북권,111161,성북구,37,17,0.017,0.024,0.5,0.006,289,54.547,,,,,,,,,,,,
64,20180103,102,동북권,111152,동대문구,37,19,0.017,0.024,0.5,0.006,361,56.547,,,,,,,,,,,,
65,20180103,102,동북권,111151,중랑구,39,21,0.014,0.025,0.5,0.006,441,60.545,,,,,,,,,,,,
66,20180103,102,동북권,111142,성동구,37,21,0.012,0.024,0.5,0.005,441,58.541,,,,,,,,,,,,
67,20180103,102,동북권,111141,광진구,34,18,0.016,0.026,0.5,0.004,324,52.546,,,,,,,,,,,,
68,20180103,101,서북권,111201,마포구,33,18,0.017,0.021,0.5,0.005,324,51.543,,,,,,,,,,,,
69,20180103,100,도심권,111121,중구,30,18,0.018,0.021,0.5,0.005,324,48.544,,,,,,,,,,,,
70,20180103,101,서북권,111181,은평구,39,22,0.02,0.024,0.6,0.005,484,61.649,,,,,,,,,,,,
71,20180103,100,도심권,111131,용산구,36,17,0.013,0.025,0.3,0.005,289,53.343,,,,,,,,,,,,
72,20180104,100,도심권,111121,중구,38,24,0.009,0.036,0.7,0.005,576,62.75,,,,,,,,,,,,
73,20180104,104,동남권,111274,강동구,55,28,0.011,0.036,0.6,0.005,784,83.652,,,,,,,,,,,,
74,20180104,104,동남권,111273,송파구,57,26,0.013,0.029,0.6,0.005,676,83.647,,,,,,,,,,,,
75,20180104,104,동남권,111262,서초구,52,26,0.008,0.034,0.5,0.005,676,78.547,,,,,,,,,,,,
76,20180104,104,동남권,111261,강남구,34,26,0.007,0.037,0.6,0.006,676,60.65,,,,,,,,,,,,
77,20180104,103,서남권,111301,양천구,39,23,0.008,0.033,0.6,0.004,529,62.645,,,,,,,,,,,,
78,20180104,103,서남권,111281,금천구,42,25,0.009,0.038,0.6,0.005,625,67.652,,,,,,,,,,,,
79,20180104,103,서남권,111251,관악구,41,26,0.006,0.039,0.4,0.007,676,67.452,,,,,,,,,,,,
80,20180104,103,서남권,111241,동작구,49,27,0.009,0.042,0.6,0.005,729,76.656,,,,,,,,,,,,
81,20180104,103,서남권,111231,영등포구,49,25,0.009,0.031,0.7,0.007,625,74.747,,,,,,,,,,,,
82,20180104,103,서남권,111221,구로구,48,28,0.007,0.024,0.6,0.006,784,76.637,,,,,,,,,,,,
83,20180104,103,서남권,111212,강서구,61,27,0.01,0.034,0.5,0.003,729,88.547,,,,,,,,,,,,
84,20180104,102,동북권,111311,노원구,47,26,0.014,0.031,0.6,0.006,676,73.651,,,,,,,,,,,,
85,20180104,102,동북권,111291,강북구,39,20,0.015,0.031,0.6,0.004,400,59.65,,,,,,,,,,,,
86,20180104,102,동북권,111171,도봉구,48,26,0.011,0.035,0.5,0.005,676,74.551,,,,,,,,,,,,
87,20180104,102,동북권,111161,성북구,47,22,0.01,0.038,0.7,0.006,484,69.754,,,,,,,,,,,,
88,20180104,102,동북권,111152,동대문구,48,23,0.011,0.039,0.6,0.006,529,71.656,,,,,,,,,,,,
89,20180104,102,동북권,111151,중랑구,51,26,0.011,0.033,0.6,0.006,676,77.65,,,,,,,,,,,,
90,20180104,102,동북권,111142,성동구,46,25,0.008,0.032,0.5,0.005,625,71.545,,,,,,,,,,,,
91,20180104,102,동북권,111141,광진구,43,24,0.014,0.033,0.5,0.005,576,67.552,,,,,,,,,,,,
92,20180104,101,서북권,111201,마포구,45,25,0.009,0.036,0.6,0.005,625,70.65,,,,,,,,,,,,
93,20180104,101,서북권,111181,은평구,38,21,0.015,0.03,0.6,0.005,441,59.65,,,,,,,,,,,,
94,20180104,100,도심권,111131,용산구,41,23,0.008,0.036,0.4,0.005,529,64.449,,,,,,,,,,,,
95,20180104,100,도심권,111123,종로구,39,24,0.01,0.037,0.7,0.007,576,63.754,,,,,,,,,,,,
96,20180105,100,도심권,111121,중구,48,33,0.006,0.044,0.8,0.005,1089,81.855,,,,,,,,,,,,
97,20180105,104,동남권,111274,강동구,67,45,0.007,0.049,0.8,0.005,2025,112.861,,,,,,,,,,,,
98,20180105,104,동남권,111273,송파구,65,36,0.008,0.038,0.7,0.006,1296,101.752,,,,,,,,,,,,
99,20180105,104,동남권,111262,서초구,60,37,0.008,0.036,0.6,0.006,1369,97.65,,,,,,,,,,,,
100,20180105,104,동남권,111261,강남구,46,37,0.006,0.044,0.7,0.006,1369,83.756,,,,,,,,,,,,
101,20180105,103,서남권,111301,양천구,51,36,0.007,0.04,0.7,0.005,1296,87.752,,,,,,,,,,,,
102,20180105,103,서남권,111281,금천구,49,34,0.009,0.044,0.8,0.006,1156,83.859,,,,,,,,,,,,
103,20180105,103,서남권,111251,관악구,48,36,0.007,0.041,0.5,0.007,1296,84.555,,,,,,,,,,,,
104,20180105,103,서남권,111241,동작구,53,34,0.01,0.043,0.7,0.005,1156,87.758,,,,,,,,,,,,
105,20180105,103,서남권,111231,영등포구,61,40,0.009,0.034,0.8,0.008,1600,101.851,,,,,,,,,,,,
106,20180105,103,서남권,111221,구로구,61,42,0.006,0.028,0.6,0.007,1764,103.641,,,,,,,,,,,,
107,20180105,103,서남권,111212,강서구,74,40,0.01,0.043,0.7,0.005,1600,114.758,,,,,,,,,,,,
108,20180105,102,동북권,111311,노원구,63,40,0.008,0.044,0.9,0.007,1600,103.959,,,,,,,,,,,,
109,20180105,102,동북권,111291,강북구,56,34,0.013,0.042,0.8,0.005,1156,90.86,,,,,,,,,,,,
110,20180105,102,동북권,111171,도봉구,65,41,0.012,0.039,0.8,0.004,1681,106.855,,,,,,,,,,,,
111,20180105,102,동북권,111161,성북구,63,36,0.008,0.043,0.7,0.006,1296,99.757,,,,,,,,,,,,
112,20180105,102,동북권,111152,동대문구,65,36,0.009,0.049,0.7,0.007,1296,101.765,,,,,,,,,,,,
113,20180105,102,동북권,111151,중랑구,67,39,0.006,0.048,0.8,0.007,1521,106.861,,,,,,,,,,,,
114,20180105,102,동북권,111142,성동구,59,37,0.006,0.041,0.6,0.006,1369,96.653,,,,,,,,,,,,
115,20180105,102,동북권,111141,광진구,64,40,0.008,0.048,0.9,0.005,1600,104.961,,,,,,,,,,,,
116,20180105,101,서북권,111201,마포구,55,36,0.007,0.043,0.8,0.006,1296,91.856,,,,,,,,,,,,
117,20180105,101,서북권,111181,은평구,52,31,0.01,0.043,0.5,0.005,961,83.558,,,,,,,,,,,,
118,20180105,100,도심권,111131,용산구,50,35,0.007,0.043,0.5,0.006,1225,85.556,,,,,,,,,,,,
119,20180105,100,도심권,111123,종로구,51,35,0.007,0.048,0.8,0.007,1225,86.862,,,,,,,,,,,,
120,20180106,102,동북권,111291,강북구,42,26,0.019,0.031,0.8,0.004,676,68.854,,,,,,,,,,,,
121,20180106,104,동남권,111274,강동구,63,44,0.006,0.051,0.9,0.005,1936,107.962,,,,,,,,,,,,
122,20180106,104,동남권,111273,송파구,60,29,0.009,0.04,0.7,0.005,841,89.754,,,,,,,,,,,,
123,20180106,104,동남권,111262,서초구,52,35,0.011,0.034,0.6,0.006,1225,87.651,,,,,,,,,,,,
124,20180106,104,동남권,111261,강남구,35,30,0.01,0.037,0.6,0.006,900,65.653,,,,,,,,,,,,
125,20180106,103,서남권,111301,양천구,42,31,0.01,0.038,0.7,0.005,961,73.753,,,,,,,,,,,,
126,20180106,103,서남권,111281,금천구,43,31,0.011,0.04,0.7,0.006,961,74.757,,,,,,,,,,,,
127,20180106,103,서남권,111251,관악구,44,34,0.009,0.041,0.5,0.008,1156,78.558,,,,,,,,,,,,
128,20180106,103,서남권,111241,동작구,47,30,0.012,0.04,0.6,0.005,900,77.657,,,,,,,,,,,,
129,20180106,103,서남권,111231,영등포구,53,36,0.01,0.034,0.7,0.007,1296,89.751,,,,,,,,,,,,
130,20180106,103,서남권,111221,구로구,55,39,0.009,0.026,0.6,0.007,1521,94.642,,,,,,,,,,,,
131,20180106,103,서남권,111212,강서구,50,33,0.015,0.037,0.7,0.004,1089,83.756,,,,,,,,,,,,
132,20180106,102,동북권,111311,노원구,49,31,0.011,0.041,0.8,0.007,961,80.859,,,,,,,,,,,,
133,20180106,102,동북권,111171,도봉구,52,36,0.017,0.034,0.8,0.006,1296,88.857,,,,,,,,,,,,
134,20180106,102,동북권,111161,성북구,51,34,0.011,0.042,0.7,0.006,1156,85.759,,,,,,,,,,,,
135,20180106,102,동북권,111152,동대문구,50,31,0.016,0.036,0.6,0.007,961,81.659,,,,,,,,,,,,
136,20180106,102,동북권,111151,중랑구,52,34,0.009,0.043,0.8,0.006,1156,86.858,,,,,,,,,,,,
137,20180106,102,동북권,111142,성동구,46,30,0.011,0.033,0.4,0.005,900,76.449,,,,,,,,,,,,
138,20180106,102,동북권,111141,광진구,54,34,0.009,0.046,0.8,0.005,1156,88.86,,,,,,,,,,,,
139,20180106,101,서북권,111201,마포구,45,32,0.014,0.035,0.7,0.005,1024,77.754,,,,,,,,,,,,
140,20180106,101,서북권,111181,은평구,45,31,0.017,0.035,0.6,0.004,961,76.656,,,,,,,,,,,,
141,20180106,100,도심권,111131,용산구,44,26,0.013,0.033,0.4,0.005,676,70.451,,,,,,,,,,,,
142,20180106,100,도심권,111123,종로구,38,27,0.017,0.034,0.7,0.007,729,65.758,,,,,,,,,,,,
143,20180106,100,도심권,111121,중구,38,26,0.015,0.033,0.7,0.005,676,64.753,,,,,,,,,,,,
144,20180107,102,동북권,111311,노원구,57,39,0.005,0.048,1,0.007,1521,97.06,,,,,,,,,,,,
145,20180107,104,동남권,111274,강동구,57,45,0.004,0.049,0.9,0.005,2025,102.958,,,,,,,,,,,,
146,20180107,104,동남권,111273,송파구,57,31,0.005,0.041,0.9,0.005,961,88.951,,,,,,,,,,,,
147,20180107,104,동남권,111262,서초구,62,43,0.004,0.044,0.8,0.005,1849,105.853,,,,,,,,,,,,
148,20180107,104,동남권,111261,강남구,46,42,0.003,0.048,0.7,0.006,1764,88.757,,,,,,,,,,,,
149,20180107,103,서남권,111301,양천구,53,41,0.003,0.053,1.1,0.005,1681,95.161,,,,,,,,,,,,
150,20180107,103,서남권,111281,금천구,53,40,0.003,0.055,1,0.005,1600,94.063,,,,,,,,,,,,
151,20180107,103,서남권,111251,관악구,54,45,0.002,0.054,0.8,0.007,2025,99.863,,,,,,,,,,,,
152,20180107,103,서남권,111241,동작구,59,44,0.004,0.057,1,0.005,1936,104.066,,,,,,,,,,,,
153,20180107,103,서남권,111231,영등포구,58,44,0.005,0.043,0.8,0.007,1936,102.855,,,,,,,,,,,,
154,20180107,103,서남권,111221,구로구,62,43,0.003,0.034,0.8,0.007,1849,105.844,,,,,,,,,,,,
155,20180107,103,서남권,111212,강서구,67,45,0.004,0.056,1,0.004,2025,113.064,,,,,,,,,,,,
156,20180107,102,동북권,111291,강북구,49,31,0.007,0.047,0.9,0.004,961,80.958,,,,,,,,,,,,
157,20180107,102,동북권,111171,도봉구,56,39,0.006,0.05,0.9,0.004,1521,95.96,,,,,,,,,,,,
158,20180107,102,동북권,111161,성북구,55,41,0.004,0.052,0.9,0.006,1681,96.962,,,,,,,,,,,,
159,20180107,102,동북권,111152,동대문구,57,38,0.005,0.057,0.8,0.007,1444,95.869,,,,,,,,,,,,
160,20180107,102,동북권,111151,중랑구,55,37,0.005,0.045,0.8,0.006,1369,92.856,,,,,,,,,,,,
161,20180107,102,동북권,111142,성동구,55,41,0.004,0.042,0.7,0.005,1681,96.751,,,,,,,,,,,,
162,20180107,102,동북권,111141,광진구,58,39,0.005,0.048,0.8,0.005,1521,97.858,,,,,,,,,,,,
163,20180107,101,서북권,111201,마포구,55,39,0.004,0.051,0.9,0.005,1521,94.96,,,,,,,,,,,,
164,20180107,101,서북권,111181,은평구,44,33,0.008,0.049,0.9,0.004,1089,77.961,,,,,,,,,,,,
165,20180107,100,도심권,111131,용산구,53,37,0.004,0.045,0.6,0.005,1369,90.654,,,,,,,,,,,,
166,20180107,100,도심권,111123,종로구,47,36,0.005,0.053,1,0.007,1296,84.065,,,,,,,,,,,,
167,20180107,100,도심권,111121,중구,46,35,0.004,0.049,0.9,0.004,1225,81.957,,,,,,,,,,,,
168,20180108,100,도심권,111131,용산구,56,41,0.006,0.047,0.6,0.006,1681,97.659,,,,,,,,,,,,
169,20180108,104,동남권,111274,강동구,55,41,0.006,0.051,0.9,0.006,1681,96.963,,,,,,,,,,,,
170,20180108,104,동남권,111273,송파구,54,36,0.007,0.043,0.8,0.006,1296,90.856,,,,,,,,,,,,
171,20180108,104,동남권,111262,서초구,67,47,0.008,0.039,0.8,0.006,2209,114.853,,,,,,,,,,,,
172,20180108,104,동남권,111261,강남구,52,44,0.005,0.05,0.8,0.006,1936,96.861,,,,,,,,,,,,
173,20180108,103,서남권,111301,양천구,54,42,0.006,0.045,0.8,0.005,1764,96.856,,,,,,,,,,,,
174,20180108,103,서남권,111281,금천구,58,43,0.008,0.048,0.9,0.006,1849,101.962,,,,,,,,,,,,
175,20180108,103,서남권,111251,관악구,55,47,0.005,0.048,0.6,0.007,2209,102.66,,,,,,,,,,,,
176,20180108,103,서남권,111241,동작구,59,46,0.009,0.05,0.8,0.005,2116,105.864,,,,,,,,,,,,
177,20180108,103,서남권,111231,영등포구,62,42,0.006,0.039,0.7,0.007,1764,104.752,,,,,,,,,,,,
178,20180108,103,서남권,111221,구로구,65,43,0.005,0.03,0.7,0.007,1849,108.742,,,,,,,,,,,,
179,20180108,103,서남권,111212,강서구,62,44,0.009,0.045,0.7,0.005,1936,106.759,,,,,,,,,,,,
180,20180108,100,도심권,111123,종로구,49,37,0.006,0.053,0.9,0.007,1369,86.966,,,,,,,,,,,,
181,20180108,102,동북권,111311,노원구,61,43,0.007,0.047,0.9,0.007,1849,104.961,,,,,,,,,,,,
182,20180108,100,도심권,111121,중구,52,40,0.006,0.048,0.9,0.005,1600,92.959,,,,,,,,,,,,
183,20180108,102,동북권,111291,강북구,51,33,0.01,0.045,0.8,0.005,1089,84.86,,,,,,,,,,,,
184,20180108,102,동북권,111171,도봉구,57,39,0.01,0.044,0.9,0.006,1521,96.96,,,,,,,,,,,,
185,20180108,102,동북권,111161,성북구,54,39,0.007,0.046,0.8,0.006,1521,93.859,,,,,,,,,,,,
186,20180108,102,동북권,111152,동대문구,58,36,0.006,0.055,0.7,0.007,1296,94.768,,,,,,,,,,,,
187,20180108,102,동북권,111151,중랑구,55,39,0.005,0.052,0.8,0.007,1521,94.864,,,,,,,,,,,,
188,20180108,102,동북권,111142,성동구,57,39,0.005,0.044,0.7,0.006,1521,96.755,,,,,,,,,,,,
189,20180108,102,동북권,111141,광진구,64,42,0.007,0.052,0.9,0.006,1764,106.965,,,,,,,,,,,,
190,20180108,101,서북권,111201,마포구,61,44,0.007,0.049,0.9,0.006,1936,105.962,,,,,,,,,,,,
191,20180108,101,서북권,111181,은평구,51,33,0.009,0.047,0.9,0.005,1089,84.961,,,,,,,,,,,,
192,20180109,100,도심권,111121,중구,37,19,0.024,0.016,0.4,0.004,361,56.444,,,,,,,,,,,,
193,20180109,104,동남권,111274,강동구,47,23,0.023,0.019,0.5,0.005,529,70.547,,,,,,,,,,,,
194,20180109,104,동남권,111273,송파구,48,21,0.026,0.015,0.3,0.004,441,69.345,,,,,,,,,,,,
195,20180109,104,동남권,111262,서초구,48,23,0.022,0.016,0.4,0.006,529,71.444,,,,,,,,,,,,
196,20180109,104,동남권,111261,강남구,36,20,0.015,0.02,0.4,0.005,400,56.44,,,,,,,,,,,,
197,20180109,103,서남권,111301,양천구,36,19,0.018,0.02,0.4,0.004,361,55.442,,,,,,,,,,,,
198,20180109,103,서남권,111281,금천구,40,20,0.022,0.021,0.4,0.005,400,60.448,,,,,,,,,,,,
199,20180109,103,서남권,111251,관악구,37,22,0.019,0.02,0.2,0.006,484,59.245,,,,,,,,,,,,
200,20180109,103,서남권,111241,동작구,43,21,0.024,0.019,0.4,0.004,441,64.447,,,,,,,,,,,,
201,20180109,103,서남권,111231,영등포구,46,23,0.019,0.02,0.6,0.006,529,69.645,,,,,,,,,,,,
202,20180109,103,서남권,111221,구로구,47,24,0.016,0.014,0.4,0.007,576,71.437,,,,,,,,,,,,
203,20180109,103,서남권,111212,강서구,38,21,0.024,0.019,0.4,0.004,441,59.447,,,,,,,,,,,,
204,20180109,102,동북권,111311,노원구,42,20,0.03,0.013,0.4,0.006,400,62.449,,,,,,,,,,,,
205,20180109,102,동북권,111291,강북구,40,17,0.034,0.01,0.4,0.004,289,57.448,,,,,,,,,,,,
206,20180109,102,동북권,111171,도봉구,46,19,0.029,0.01,0.3,0.004,361,65.343,,,,,,,,,,,,
207,20180109,102,동북권,111161,성북구,43,22,0.023,0.016,0.4,0.005,484,65.444,,,,,,,,,,,,
208,20180109,102,동북권,111152,동대문구,48,19,0.023,0.018,0.5,0.006,361,67.547,,,,,,,,,,,,
209,20180109,102,동북권,111151,중랑구,48,24,0.022,0.018,0.5,0.006,576,72.546,,,,,,,,,,,,
210,20180109,102,동북권,111142,성동구,46,21,0.019,0.018,0.4,0.005,441,67.442,,,,,,,,,,,,
211,20180109,102,동북권,111141,광진구,45,20,0.025,0.019,0.5,0.003,400,65.547,,,,,,,,,,,,
212,20180109,101,서북권,111201,마포구,40,21,0.023,0.019,0.5,0.005,441,61.547,,,,,,,,,,,,
213,20180109,101,서북권,111181,은평구,48,21,0.027,0.02,0.5,0.004,441,69.551,,,,,,,,,,,,
214,20180109,100,도심권,111131,용산구,40,19,0.021,0.018,0.3,0.004,361,59.343,,,,,,,,,,,,
215,20180109,100,도심권,111123,종로구,37,19,0.023,0.021,0.5,0.006,361,56.55,,,,,,,,,,,,
216,20180110,100,도심권,111121,중구,28,12,0.023,0.015,0.4,0.003,144,40.441,,,,,,,,,,,,
217,20180110,104,동남권,111274,강동구,38,16,0.021,0.019,0.4,0.004,256,54.444,,,,,,,,,,,,
218,20180110,104,동남권,111273,송파구,36,11,0.022,0.015,0.3,0.004,121,47.341,,,,,,,,,,,,
219,20180110,104,동남권,111262,서초구,37,15,0.021,0.014,0.3,0.005,225,52.34,,,,,,,,,,,,
220,20180110,104,동남권,111261,강남구,28,13,0.014,0.018,0.4,0.005,169,41.437,,,,,,,,,,,,
221,20180110,103,서남권,111301,양천구,30,13,0.015,0.022,0.4,0.004,169,43.441,,,,,,,,,,,,
222,20180110,103,서남권,111281,금천구,33,14,0.02,0.021,0.4,0.004,196,47.445,,,,,,,,,,,,
223,20180110,103,서남권,111251,관악구,29,14,0.017,0.021,0.3,0.006,196,43.344,,,,,,,,,,,,
224,20180110,103,서남권,111241,동작구,33,13,0.021,0.019,0.4,0.004,169,46.444,,,,,,,,,,,,
225,20180110,103,서남권,111231,영등포구,39,18,0.015,0.021,0.6,0.006,324,57.642,,,,,,,,,,,,
226,20180110,103,서남권,111221,구로구,38,19,0.013,0.015,0.4,0.006,361,57.434,,,,,,,,,,,,
227,20180110,103,서남권,111212,강서구,29,16,0.02,0.02,0.4,0.003,256,45.443,,,,,,,,,,,,
228,20180110,102,동북권,111311,노원구,34,13,0.024,0.015,0.4,0.005,169,47.444,,,,,,,,,,,,
229,20180110,102,동북권,111291,강북구,31,9,0.032,0.009,0.3,0.004,81,40.345,,,,,,,,,,,,
230,20180110,102,동북권,111171,도봉구,37,14,0.025,0.01,0.3,0.004,196,51.339,,,,,,,,,,,,
231,20180110,102,동북권,111161,성북구,35,13,0.023,0.015,0.3,0.005,169,48.343,,,,,,,,,,,,
232,20180110,102,동북권,111152,동대문구,38,14,0.023,0.016,0.4,0.005,196,52.444,,,,,,,,,,,,
233,20180110,102,동북권,111151,중랑구,42,17,0.02,0.017,0.4,0.006,289,59.443,,,,,,,,,,,,
234,20180110,102,동북권,111142,성동구,36,15,0.017,0.016,0.2,0.004,225,51.237,,,,,,,,,,,,
235,20180110,102,동북권,111141,광진구,32,13,0.022,0.018,0.4,0.003,169,45.443,,,,,,,,,,,,
236,20180110,101,서북권,111201,마포구,30,15,0.021,0.018,0.4,0.004,225,45.443,,,,,,,,,,,,
237,20180110,101,서북권,111181,은평구,40,16,0.025,0.019,0.5,0.004,256,56.548,,,,,,,,,,,,
238,20180110,100,도심권,111131,용산구,32,13,0.018,0.019,0.3,0.004,169,45.341,,,,,,,,,,,,
239,20180110,100,도심권,111123,종로구,27,13,0.022,0.019,0.4,0.006,169,40.447,,,,,,,,,,,,
